Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Research Director,Single,No,5,51,1,684,6,Bachelor's Degree,1,1,51,3,5,3,19537,6462,7,13,3,3,80,0,23,3,20,18,15,15
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,Male,Sales Executive,Married,Yes,3,31,0,249,6,Master's Degree,1,2,76,1,2,3,6172,20739,4,18,3,2,80,0,12,2,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,Female,Research Scientist,Married,No,3,26,1,841,6,Bachelor's Degree,1,3,46,2,1,2,2368,23300,1,19,3,3,80,0,5,2,5,4,4,3
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,Female,Healthcare Representative,Married,No,3,58,0,147,23,Master's Degree,1,4,94,3,3,4,10312,3465,1,12,3,4,80,1,40,2,40,10,15,6
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Marketing,Male,Sales Representative,Single,Yes,2,19,0,528,22,High School,1,4,50,3,1,3,1675,26820,1,19,3,4,80,0,0,2,0,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,Male,Laboratory Technician,Married,No,2,22,1,594,2,High School,1,3,100,3,1,4,2523,19299,0,14,3,3,80,1,3,3,2,1,2,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Manufacturing Director,Married,No,2,49,1,470,20,Master's Degree,1,3,96,3,2,1,6567,5549,1,14,3,3,80,0,16,2,15,11,5,11
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Female,Research Scientist,Single,No,2,43,1,957,28,Bachelor's Degree,1,2,72,4,1,3,4739,16090,4,12,3,4,80,0,18,3,3,2,1,2
No,Travel_Frequently,45 - 54,Current Employees,Sales,Marketing,Female,Sales Executive,Single,No,3,50,1,809,12,Bachelor's Degree,1,3,77,3,3,4,9208,6645,4,11,3,4,80,0,16,3,2,2,2,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,Female,Sales Executive,Married,Yes,2,31,0,542,20,Bachelor's Degree,1,2,71,1,2,3,4559,24788,3,11,3,3,80,1,4,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,2,41,1,802,9,High School,1,3,96,3,3,3,8189,21196,3,13,3,3,80,1,12,3,9,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,HR,Life Sciences,Female,Human Resources,Married,No,3,26,1,1355,25,High School,1,3,61,3,1,3,2942,8916,1,23,4,4,80,1,8,3,8,7,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Manufacturing Director,Divorced,No,0,36,1,216,6,Associates Degree,1,2,84,3,2,2,4941,2819,6,20,4,4,80,2,7,3,3,2,0,1
Yes,Travel_Frequently,45 - 54,Ex-Employees,R&D,Life Sciences,Male,Manufacturing Director,Single,No,2,51,0,1150,8,Master's Degree,1,1,53,1,3,4,10650,25150,2,15,3,4,80,0,18,3,4,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Female,Sales Executive,Married,No,1,39,1,1329,4,Master's Degree,1,4,47,2,2,3,5902,14590,4,14,3,3,80,1,17,4,15,11,5,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,3,25,1,959,28,Bachelor's Degree,1,1,41,2,2,3,8639,24835,2,18,3,4,80,0,6,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,HR,Human Resources,Male,Human Resources,Married,Yes,2,30,1,1240,9,Bachelor's Degree,1,3,48,3,2,4,6347,13982,0,19,3,4,80,0,12,1,11,9,4,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,Female,Laboratory Technician,Single,No,2,32,0,1033,9,Bachelor's Degree,1,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,4,5,4,0,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,2,45,1,1316,29,Bachelor's Degree,1,3,83,3,1,4,3452,9752,5,13,3,2,80,0,9,2,6,5,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,Female,Research Scientist,Single,Yes,2,38,1,364,3,Doctoral Degree,1,4,32,3,2,3,4317,2302,3,20,4,2,80,0,19,3,3,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,4,30,1,438,18,Bachelor's Degree,1,1,75,3,1,3,2632,23910,1,14,3,3,80,0,5,2,5,4,0,4
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Divorced,No,2,32,1,689,9,Associates Degree,1,4,35,1,2,4,4668,22812,0,17,3,4,80,3,9,4,8,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,Female,Research Scientist,Divorced,No,3,30,1,201,5,Bachelor's Degree,1,4,84,3,1,1,3204,10415,5,14,3,4,80,1,8,3,3,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,3,30,1,1427,2,High School,1,2,35,2,1,4,2720,11162,0,13,3,4,80,0,6,3,5,3,1,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,Male,Manager,Divorced,No,2,41,1,857,10,Bachelor's Degree,1,4,91,2,4,1,17181,12888,4,13,3,2,80,1,21,2,7,6,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,2,41,1,933,9,Master's Degree,1,3,94,3,1,1,2238,6961,2,21,4,4,80,1,7,3,5,0,1,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,Female,Laboratory Technician,Single,No,3,19,1,1181,3,High School,1,2,79,3,1,2,1483,16102,1,14,3,4,80,0,1,3,1,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Female,Research Scientist,Divorced,No,2,40,1,1395,26,Bachelor's Degree,1,2,54,3,2,2,5605,8504,1,11,3,1,80,1,20,3,20,7,2,13
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,3,35,1,662,1,Doctoral Degree,1,3,94,3,3,2,7295,11439,1,13,3,1,80,2,10,3,10,8,0,6
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Male,Sales Representative,Married,Yes,3,53,1,1436,6,Associates Degree,1,2,34,3,2,3,2306,16047,2,20,4,4,80,1,13,1,7,7,4,5
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,2,45,1,194,9,Bachelor's Degree,1,2,60,3,2,2,2348,10901,8,18,3,3,80,1,20,1,17,9,0,15
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,Female,Sales Executive,Single,No,2,32,1,967,8,Bachelor's Degree,1,2,43,3,3,4,8998,15589,1,14,3,4,80,0,9,3,9,8,3,7
No,Non-Travel,25 - 34,Current Employees,R&D,Technical Degree,Male,Manufacturing Director,Married,No,1,29,1,1496,1,High School,1,4,41,3,2,3,4319,26283,1,13,3,1,80,1,10,3,10,7,0,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Manufacturing Director,Married,No,2,51,1,1169,7,Master's Degree,1,2,34,2,2,3,6132,13983,2,17,3,3,80,0,10,3,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,Female,Research Scientist,Married,Yes,3,58,1,1145,9,Bachelor's Degree,1,2,75,2,1,2,3346,11873,4,20,4,2,80,1,9,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,2,40,1,630,4,Master's Degree,1,3,67,2,3,4,10855,8552,7,11,3,1,80,1,15,2,12,11,2,11
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,Female,Sales Representative,Married,No,3,34,1,303,2,Master's Degree,1,3,75,3,1,3,2231,11314,6,18,3,4,80,1,6,3,4,3,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,6,22,1,1256,19,High School,1,3,80,3,1,4,2323,11992,1,24,4,1,80,2,2,3,2,2,2,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Divorced,No,1,27,1,691,9,Bachelor's Degree,1,4,57,3,1,2,2024,5970,6,18,3,4,80,1,6,1,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,2,28,1,440,21,Bachelor's Degree,1,3,42,3,1,4,2713,6672,1,11,3,3,80,1,5,1,5,2,0,2
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,Yes,2,57,1,334,24,Associates Degree,1,3,83,4,3,4,9439,23402,3,16,3,2,80,1,12,1,5,3,1,4
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Divorced,Yes,2,27,1,1450,3,Bachelor's Degree,1,3,79,2,1,3,2566,25326,1,15,3,4,80,1,1,2,1,1,0,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Female,Manager,Single,No,5,50,1,1452,11,Bachelor's Degree,1,3,53,3,5,2,19926,17053,3,15,3,2,80,0,21,3,5,4,4,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,2,41,1,465,14,Bachelor's Degree,1,1,56,3,1,3,2451,4609,4,12,3,1,80,1,13,3,9,8,1,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Female,Sales Executive,Married,No,2,30,1,1339,5,Bachelor's Degree,1,2,41,3,3,4,9419,8053,2,12,3,3,80,1,12,3,10,9,7,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Female,Sales Executive,Single,No,2,38,1,702,1,Master's Degree,1,1,59,2,2,4,8686,12930,4,22,4,3,80,0,12,4,8,3,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,2,32,1,120,6,Doctoral Degree,1,3,43,3,1,3,3038,12430,3,20,4,1,80,0,8,3,5,4,1,4
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,Yes,3,27,1,1157,17,Bachelor's Degree,1,3,51,3,1,2,3058,13364,0,16,3,4,80,1,6,2,5,2,1,1
Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Technical Degree,Female,Sales Representative,Single,No,5,19,0,602,1,High School,1,3,100,1,1,1,2325,20989,0,21,4,1,80,0,1,4,0,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,3,36,1,1480,3,Associates Degree,1,4,30,3,1,2,2088,15062,4,12,3,3,80,0,13,2,8,7,7,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Divorced,No,4,30,1,111,9,Bachelor's Degree,1,3,66,3,2,1,3072,11012,1,11,3,3,80,2,12,3,12,9,6,10
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,3,45,1,1268,4,Associates Degree,1,3,30,3,2,1,5006,6319,4,11,3,1,80,1,9,4,5,4,0,3
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,Female,Research Scientist,Divorced,Yes,3,56,1,713,8,Bachelor's Degree,1,3,67,3,1,1,4257,13939,4,18,3,3,80,1,19,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,2,33,1,134,2,Bachelor's Degree,1,3,90,3,1,4,2500,10515,0,14,3,1,80,0,4,4,3,1,0,2
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,3,19,0,303,2,Bachelor's Degree,1,2,47,2,1,4,1102,9241,1,22,4,3,80,0,1,2,1,0,1,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Female,Sales Executive,Divorced,No,2,46,1,526,1,Associates Degree,1,2,92,3,3,1,10453,2137,1,25,4,3,80,3,24,3,24,13,15,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Single,No,3,38,1,1380,9,Associates Degree,1,3,75,3,1,4,2288,6319,1,12,3,3,80,0,2,3,2,2,2,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Married,Yes,0,31,1,140,12,High School,1,3,95,3,1,4,3929,6984,8,23,4,3,80,1,7,3,4,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Single,No,3,34,1,629,27,Associates Degree,1,4,95,3,1,2,2311,5711,2,15,3,4,80,0,9,3,3,2,1,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Marketing,Female,Sales Representative,Single,Yes,5,41,0,1356,20,Associates Degree,1,2,70,3,1,2,3140,21728,1,22,4,4,80,0,4,2,4,3,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,2,50,1,328,1,Bachelor's Degree,1,3,86,2,1,3,3690,3425,2,15,3,4,80,1,5,2,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Manufacturing Director,Divorced,No,3,53,1,1084,13,Associates Degree,1,4,57,4,2,1,4450,26250,1,11,3,3,80,2,5,3,4,2,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Married,No,5,33,1,931,14,Bachelor's Degree,1,4,72,3,1,2,2756,4673,1,13,3,4,80,1,8,3,8,7,1,6
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Female,Manager,Married,No,2,40,1,989,4,High School,1,4,46,3,5,3,19033,6499,1,14,3,2,80,1,21,3,20,8,9,9
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,Male,Research Director,Single,No,3,55,1,692,14,Master's Degree,1,3,61,4,5,2,18722,13339,8,11,3,4,80,0,36,3,24,15,2,15
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,2,34,1,1069,2,High School,1,4,45,2,2,3,9547,14074,1,17,3,3,80,0,10,2,10,9,1,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,No,6,51,1,313,3,Bachelor's Degree,1,4,98,3,4,2,13734,7192,3,18,3,3,80,0,21,3,7,7,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Manager,Married,No,5,52,1,699,1,Master's Degree,1,3,65,2,5,3,19999,5678,0,14,3,1,80,1,34,3,33,18,11,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Single,No,2,27,1,894,9,Bachelor's Degree,1,4,99,3,1,2,2279,11781,1,16,3,4,80,0,7,2,7,7,0,3
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,Yes,1,35,0,556,23,Associates Degree,1,2,50,2,2,3,5916,15497,3,13,3,1,80,0,8,3,1,0,0,1
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Divorced,No,3,43,1,1344,7,Bachelor's Degree,1,4,37,4,1,4,2089,5228,4,14,3,4,80,3,7,4,5,4,2,2
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,Male,Manager,Married,No,1,45,1,1195,2,Associates Degree,1,1,65,2,4,4,16792,20462,9,23,4,4,80,1,22,3,20,8,11,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,Yes,3,37,1,290,21,Bachelor's Degree,1,2,65,4,1,1,3564,22977,1,12,3,1,80,1,8,2,8,7,1,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Female,Laboratory Technician,Single,No,5,35,1,138,2,Bachelor's Degree,1,2,37,3,2,2,4425,15986,5,11,3,4,80,0,10,3,6,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,Female,Manufacturing Director,Divorced,No,5,42,1,926,21,Associates Degree,1,3,36,3,2,3,5265,16439,2,16,3,2,80,1,11,3,5,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,3,38,1,1261,2,Master's Degree,1,4,88,3,2,3,6553,7259,9,14,3,2,80,0,14,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,Male,Manufacturing Director,Married,No,3,38,1,1084,29,Bachelor's Degree,1,4,54,3,2,4,6261,4185,3,18,3,1,80,1,9,1,7,7,1,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Technical Degree,Male,Manufacturing Director,Married,No,1,27,1,472,1,High School,1,3,60,2,2,1,4298,9679,5,19,3,3,80,1,6,3,2,2,2,0
No,Non-Travel,45 - 54,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Divorced,Yes,0,49,1,1002,18,Master's Degree,1,4,92,3,2,4,6804,23793,1,15,3,1,80,2,7,3,7,7,1,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Divorced,Yes,4,34,1,878,10,Master's Degree,1,4,43,3,1,3,3815,5972,1,17,3,4,80,1,5,4,5,3,2,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,Yes,2,40,1,905,19,Associates Degree,1,3,99,3,2,4,2741,16523,8,15,3,3,80,1,15,4,7,2,3,7
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Medical,Male,Healthcare Representative,Married,Yes,2,38,0,1180,29,High School,1,2,70,3,2,1,6673,11354,7,19,3,2,80,0,17,3,1,0,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,Female,Sales Executive,Married,No,3,29,0,121,27,Bachelor's Degree,1,2,35,3,3,4,7639,24525,1,22,4,4,80,3,10,2,10,4,1,9
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,Yes,2,22,1,1136,5,Bachelor's Degree,1,4,60,4,1,2,2328,12392,1,16,3,1,80,1,4,2,4,2,2,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Female,Laboratory Technician,Single,No,2,36,1,635,18,High School,1,2,73,3,1,4,2153,7703,1,13,3,1,80,0,8,3,8,1,1,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,5,40,1,1151,9,Doctoral Degree,1,4,63,2,2,4,4876,14242,9,14,3,4,80,1,5,1,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Healthcare Representative,Divorced,No,3,46,1,644,1,Master's Degree,1,4,97,3,3,1,9396,12368,7,16,3,3,80,1,17,3,4,2,0,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Medical,Male,Sales Executive,Married,No,2,32,0,1045,4,Master's Degree,1,4,32,1,3,4,10400,25812,1,11,3,3,80,0,14,2,14,8,9,8
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Single,No,2,30,1,829,1,High School,1,3,88,2,3,3,8474,20925,1,22,4,3,80,0,12,3,11,8,5,8
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,Female,Sales Executive,Single,No,2,27,1,1242,20,Bachelor's Degree,1,4,90,3,2,3,9981,12916,1,14,3,4,80,0,7,3,7,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,5,51,1,1469,8,Master's Degree,1,2,81,2,3,2,12490,15736,5,16,3,4,80,2,16,1,10,9,4,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,Female,Research Scientist,Single,Yes,5,30,0,1005,3,Bachelor's Degree,1,4,88,3,1,1,2657,8556,5,11,3,3,80,0,8,3,5,2,0,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Female,Manager,Single,Yes,3,41,1,896,6,Bachelor's Degree,1,4,75,3,3,4,13591,14674,3,18,3,3,80,0,16,3,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Marketing,Female,Sales Executive,Single,No,5,30,0,334,26,Master's Degree,1,3,52,2,2,1,6696,22967,5,15,3,3,80,0,9,2,6,3,0,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,Male,Research Scientist,Single,No,1,29,0,992,1,Bachelor's Degree,1,3,85,3,1,3,2058,19757,0,14,3,4,80,0,7,2,6,2,1,5
No,Non-Travel,45 - 54,Current Employees,Sales,Medical,Female,Sales Executive,Single,No,2,45,1,1052,6,Bachelor's Degree,1,4,57,2,3,4,8865,16840,6,12,3,4,80,0,23,3,19,7,12,8
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Female,Sales Executive,Married,No,4,54,1,1147,3,Bachelor's Degree,1,4,52,3,2,1,5940,17011,2,14,3,4,80,1,16,3,6,2,0,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,3,36,1,1396,5,Associates Degree,1,4,62,3,2,2,5914,9945,8,16,3,4,80,0,16,4,13,11,3,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Married,No,3,33,1,147,4,Master's Degree,1,3,47,2,1,2,2622,13248,6,21,4,4,80,0,7,3,3,2,1,1
No,Travel_Frequently,35 - 44,Current Employees,R&D,Other,Male,Research Director,Divorced,Yes,1,37,1,663,11,Bachelor's Degree,1,2,47,3,3,4,12185,10056,1,14,3,3,80,3,10,3,10,8,0,7
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,6,38,1,119,3,Bachelor's Degree,1,1,76,3,3,3,10609,9647,0,12,3,3,80,2,17,2,16,10,5,13
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,Male,Manufacturing Director,Married,No,2,31,1,979,1,Master's Degree,1,3,90,1,2,3,4345,4381,0,12,3,4,80,1,6,3,5,4,1,4
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,6,59,1,142,3,Bachelor's Degree,1,3,70,2,1,4,2177,8456,3,17,3,1,80,1,7,3,1,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Marketing,Male,Sales Representative,Divorced,No,2,37,1,319,4,Master's Degree,1,1,41,3,1,4,2793,2539,4,17,3,3,80,1,13,3,9,8,5,8
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Married,No,5,29,1,1413,1,High School,1,2,42,3,3,4,7918,6599,1,14,3,4,80,1,11,3,11,10,4,1
No,Travel_Frequently,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Single,No,3,35,1,944,1,Bachelor's Degree,1,3,92,3,3,3,8789,9096,1,14,3,1,80,0,10,4,10,7,0,8
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,Male,Research Scientist,Single,Yes,3,29,0,896,18,High School,1,3,86,2,1,4,2389,14961,1,13,3,3,80,0,4,2,4,3,0,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Single,No,3,52,1,1323,2,Bachelor's Degree,1,3,89,2,1,4,3212,3300,7,15,3,2,80,0,6,2,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,Male,Manager,Married,No,3,42,1,532,4,Associates Degree,1,3,58,3,5,4,19232,4933,1,11,3,4,80,0,22,3,22,17,11,15
No,Travel_Rarely,Over 55,Current Employees,HR,Medical,Male,Human Resources,Married,No,2,59,1,818,6,Associates Degree,1,2,52,3,1,3,2267,25657,8,17,3,4,80,0,7,2,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,Female,Manager,Divorced,No,3,50,1,854,1,Master's Degree,1,4,68,3,5,4,19517,24118,3,11,3,3,80,1,32,2,7,0,0,6
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,Male,Laboratory Technician,Married,Yes,2,33,0,813,14,Bachelor's Degree,1,3,58,3,1,4,2436,22149,5,13,3,3,80,1,8,1,5,4,0,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Female,Manager,Married,Yes,3,43,1,1034,16,Bachelor's Degree,1,4,80,3,4,4,16064,7744,5,22,4,3,80,1,22,3,17,13,1,9
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,Female,Laboratory Technician,Married,No,3,33,0,465,2,Associates Degree,1,1,39,3,1,1,2707,21509,7,20,4,1,80,0,13,4,9,7,1,7
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,Male,Manager,Single,Yes,2,52,1,771,2,Master's Degree,1,1,79,2,5,3,19068,21030,1,18,3,4,80,0,33,4,33,7,15,12
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Female,Sales Representative,Married,No,5,32,1,1401,4,Associates Degree,1,3,56,3,1,2,3931,20990,2,11,3,1,80,1,6,3,4,3,1,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,Yes,2,32,0,515,1,Bachelor's Degree,1,4,62,2,1,3,3730,9571,0,14,3,4,80,0,4,1,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Female,Laboratory Technician,Divorced,No,1,39,1,1431,1,Master's Degree,1,3,96,3,1,3,2232,15417,7,14,3,3,80,3,7,3,3,2,1,2
No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,2,32,1,976,26,Master's Degree,1,3,100,3,2,4,4465,12069,0,18,3,1,80,0,4,3,3,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,2,41,1,1411,19,Associates Degree,1,3,36,3,2,1,3072,19877,2,16,3,1,80,2,17,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,Male,Research Scientist,Divorced,No,3,40,1,1300,24,Associates Degree,1,1,62,3,2,4,3319,24447,1,17,3,1,80,2,9,3,9,8,4,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Other,Male,Manager,Married,No,2,45,1,252,1,Bachelor's Degree,1,3,70,4,5,4,19202,15970,0,11,3,3,80,1,25,3,24,0,1,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,Male,Research Director,Divorced,No,3,31,1,1327,3,Master's Degree,1,2,73,3,3,3,13675,13523,9,12,3,1,80,1,9,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Married,No,2,33,1,832,5,Master's Degree,1,3,63,2,1,4,2911,14776,1,13,3,3,80,1,2,2,2,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,3,34,1,470,2,Master's Degree,1,4,84,2,2,1,5957,23687,6,13,3,2,80,1,13,3,11,9,5,9
